id,timestamp1,source,actiontag,event_id,event_type,event_category,event_author,eventcreated,change_id,change_source,changetimestamp,change_targetasrobject_id,change_targetasrobject_origin,change_targetasrobject_destination,change_targetasrobject_flightnumber,change_targetasrobject_carrier,scheduledstart,scheduledend,change_attributes_last_aircraft_assigned,eobt,eibt,change_attributes_last_delay_applied,change_attributes_last_delay_on_arrival_applied
PLAN_ALOC-DOM_190501T21:12__xLvcCEg,21:58.0,gui:220288:actiontag:Move Maintenance~!~VHVZZ~!~-1055 Mins.~!~Local__Bgh-Yfc,Move Maintenance~,PLAN_ALOC-DOM_190501T21:12,ALOC-DOM,PLAN,220288,12:21.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__rakrkLY,gui:220288:actiontag:Move Maintenance~!~VHVZZ~!~-1055 Mins.~!~Local__Bgh-Yfc,21:11.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190501T21:49__OD_w2LM,14:30.0,gui:356900:actiontag:Move Maintenance~!~VHVZZ~!~-438 Mins.~!~Local__v1gKoM0,Move Maintenance~,PLAN_MAINT-DOM_190501T21:49,MAINT-DOM,PLAN,356900,49:01.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__lCzTXkw,gui:356900:actiontag:Move Maintenance~!~VHVZZ~!~-438 Mins.~!~Local__v1gKoM0,14:26.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190501T21:49__gnA4_gM,23:46.0,gui:356900:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__dYUWMeg,Update Maintenance~,PLAN_MAINT-DOM_190501T21:49,MAINT-DOM,PLAN,356900,49:01.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__biXGt8U,gui:356900:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__dYUWMeg,23:41.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190501T21:49__BfaF2y8,37:06.0,gui:356900:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local___8OkkWQ,Update Maintenance~,PLAN_MAINT-DOM_190501T21:49,MAINT-DOM,PLAN,356900,49:01.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__9Hz_xOw,gui:356900:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local___8OkkWQ,37:03.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_ALOC-DOM_190502T21:46__njqqgY0,41:34.0,gui:220288:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__zb1mkr4,Update Maintenance~,PLAN_ALOC-DOM_190502T21:46,ALOC-DOM,PLAN,220288,46:56.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__XGr1dM0,gui:220288:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__zb1mkr4,41:28.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
OPER_NON-REPORT_190506T22:23__e1xMJk8,57:17.0,gui:cje17:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__NuKgdzk,Update Maintenance~,OPER_NON-REPORT_190506T22:23,NON-REPORT,OPER,364016,23:39.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__iWXX8z0,gui:cje17:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__NuKgdzk,52:14.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
OPER_NON-REPORT_190506T22:23__9Uh5jag,57:17.0,gui:cje17:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__Bhg4wNM,Update Maintenance~,OPER_NON-REPORT_190506T22:23,NON-REPORT,OPER,364016,23:39.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__A6UI7dI,gui:cje17:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__Bhg4wNM,52:21.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190507T20:45___wOv1c8,13:12.0,gui:356900:actiontag:Cancel Maintenance~!~VHVZZ~!~ - ~!~Local__LseeVHE,Cancel Maintenance~,PLAN_MAINT-DOM_190507T20:45,MAINT-DOM,PLAN,356900,45:12.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00__l9RnfWE,gui:356900:actiontag:Cancel Maintenance~!~VHVZZ~!~ - ~!~Local__LseeVHE,13:10.0,-0BQrG0_SYD_QF_190505T11:00_190505T21:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__CwxpSTY,22:12.0,gui:198169:actiontag:Create Maintenance~!~VHQOK~!~VHQOK~!~Local__KeinQgE,Create Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20__rBT23qk,gui:198169:actiontag:Create Maintenance~!~VHQOK~!~VHQOK~!~Local__KeinQgE,22:09.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20,,,,QF,10:00.0,20:00.0,,,,,
ATFM_COBT_190430T03:35__lNbZ42Q,21:41.0,gui:128801:actiontag:Delay Start Maintenance~!~VHQOK~!~20 Mins.~!~Local__z6WRGtI,Delay Start Maintenance~,ATFM_COBT_190430T03:35,COBT,ATFM,179575,35:41.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20__eU-ucSE,gui:128801:actiontag:Delay Start Maintenance~!~VHQOK~!~20 Mins.~!~Local__z6WRGtI,21:34.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20,,,,QF,10:00.0,20:00.0,,,,,
ATFM_COBT_190430T03:35__81enApg,21:41.0,gui:128801:actiontag:Delay End Maintenance~!~VHQOK~!~-22 Mins.~!~Local__wb2QbFM,Delay End Maintenance~,ATFM_COBT_190430T03:35,COBT,ATFM,179575,35:41.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20__mmrITSY,gui:128801:actiontag:Delay End Maintenance~!~VHQOK~!~-22 Mins.~!~Local__wb2QbFM,21:38.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20,,,,QF,10:00.0,20:00.0,,,,,
PLAN-QLK_ALL_190501T08:52__rSDRw1A,52:24.0,gui:176171:actiontag:Cancel Maintenance~!~VHQOK~!~ - ~!~Local__4xcHNy8,Cancel Maintenance~,PLAN-QLK_ALL_190501T08:52,ALL,PLAN-QLK,176171,52:20.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20__W9SClBY,gui:176171:actiontag:Cancel Maintenance~!~VHQOK~!~ - ~!~Local__4xcHNy8,52:03.0,-2apz4A_SYD_QF_190502T00:10_190502T02:20,,,,QF,10:00.0,20:00.0,,,,,
PLAN-QLK_ALL_190512T20:41__PskTZRQ,20:16.0,gui:202726:actiontag:Create Maintenance~!~VHNXN~!~VHNXN~!~Local__Xsa8jEk,Create Maintenance~,PLAN-QLK_ALL_190512T20:41,ALL,PLAN-QLK,176171,41:14.0,-5BP-gw_PER_QF_190517T12:00_190517T15:30__w8bZ3Xg,gui:202726:actiontag:Create Maintenance~!~VHNXN~!~VHNXN~!~Local__Xsa8jEk,20:13.0,-5BP-gw_PER_QF_190517T12:00_190517T15:30,,,,QF,00:00.0,30:00.0,,,,,
MECH-QLK_AOG_VHSBG_190513T04:15__wDvJFSQ,04:09.0,gui:mbu01:actiontag:Update Maintenance~!~VHQPD~!~ - ~!~Local__8EvTn_M,Update Maintenance~,MECH-QLK_AOG_VHSBG_190513T04:15,AOG,MECH-QLK,211872,15:05.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00__mVlsZvk,gui:mbu01:actiontag:Update Maintenance~!~VHQPD~!~ - ~!~Local__8EvTn_M,04:05.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-INT_190513T21:02__pFmGkMg,58:52.0,gui:377685:actiontag:Delay Start Maintenance~!~VHQPD~!~25942 Mins.~!~Local__rvLnqY8,Delay Start Maintenance~,PLAN_MAINT-INT_190513T21:02,MAINT-INT,PLAN,377685,02:23.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00__8BwfPVk,gui:377685:actiontag:Delay Start Maintenance~!~VHQPD~!~25942 Mins.~!~Local__rvLnqY8,58:41.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-INT_190513T21:02__ywZNoYo,58:52.0,gui:377685:actiontag:Delay End Maintenance~!~VHQPD~!~-866 Mins.~!~Local__5ZeYy0Y,Delay End Maintenance~,PLAN_MAINT-INT_190513T21:02,MAINT-INT,PLAN,377685,02:23.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00__yemLW1c,gui:377685:actiontag:Delay End Maintenance~!~VHQPD~!~-866 Mins.~!~Local__5ZeYy0Y,58:49.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-INT_190515T01:27__EXwbfXg,15:37.0,gui:377685:actiontag:Delay End Maintenance~!~VHQPD~!~931 Mins.~!~Local__sMIOFMw,Delay End Maintenance~,PLAN_MAINT-INT_190515T01:27,MAINT-INT,PLAN,377685,27:44.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00__Pu5L4xE,gui:377685:actiontag:Delay End Maintenance~!~VHQPD~!~931 Mins.~!~Local__sMIOFMw,15:34.0,-77Iv2M_BNE_QF_190504T05:00_190527T05:00,,,,QF,00:00.0,00:00.0,,,,,
OPER_NON-REPORT_190507T18:26__pgdhE1o,52:33.0,gui:cje17:actiontag:Create Maintenance~!~VHXZG~!~VHXZG~!~Local__L56rrL8,Create Maintenance~,OPER_NON-REPORT_190507T18:26,NON-REPORT,OPER,kel09,26:29.0,-8GA1fg_SYD_QF_190508T21:20_190509T02:00__QoBubRE,gui:cje17:actiontag:Create Maintenance~!~VHXZG~!~VHXZG~!~Local__L56rrL8,52:24.0,-8GA1fg_SYD_QF_190508T21:20_190509T02:00,,,,QF,20:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190508T08:08__vJVOI7Q,27:17.0,gui:190087:actiontag:Cancel Maintenance~!~VHTQG~!~ - ~!~Local__ZEwpDgQ,Cancel Maintenance~,PLAN-QLK_ALL_190508T08:08,ALL,PLAN-QLK,176171,08:54.0,-AazGv0_SYD_QF_190523T06:05_190523T13:30__h0dxIIY,gui:190087:actiontag:Cancel Maintenance~!~VHTQG~!~ - ~!~Local__ZEwpDgQ,25:39.0,-AazGv0_SYD_QF_190523T06:05_190523T13:30,,,,QF,05:00.0,30:00.0,,,,,
PLAN_MAINT-DOM_190501T21:49__6uU3-4Y,51:07.0,gui:356900:actiontag:Update Maintenance~!~VHVZE~!~ - ~!~Local__eRWfj4w,Update Maintenance~,PLAN_MAINT-DOM_190501T21:49,MAINT-DOM,PLAN,356900,49:01.0,-DfYKuQ_SYD_QF_190426T13:00_190506T13:00__VirN2wg,gui:356900:actiontag:Update Maintenance~!~VHVZE~!~ - ~!~Local__eRWfj4w,51:04.0,-DfYKuQ_SYD_QF_190426T13:00_190506T13:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190503T03:10__rf43r8Q,35:28.0,gui:311819:actiontag:Update Maintenance~!~VHVZE~!~ - ~!~Local__6xYPZsc,Update Maintenance~,PLAN_MAINT-DOM_190503T03:10,MAINT-DOM,PLAN,768814,10:40.0,-DfYKuQ_SYD_QF_190426T13:00_190506T13:00__plElH90,gui:311819:actiontag:Update Maintenance~!~VHVZE~!~ - ~!~Local__6xYPZsc,35:20.0,-DfYKuQ_SYD_QF_190426T13:00_190506T13:00,,,,QF,00:00.0,00:00.0,,,,,
MECH-QLK_AOG_VHQOA_190509T04:02__NJPUlh0,07:55.0,gui:cre27:actiontag:Create Maintenance~!~VHTQH~!~VHTQH~!~Local__fREZN1M,Create Maintenance~,MECH-QLK_AOG_VHQOA_190509T04:02,AOG,MECH-QLK,cre27,02:10.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__eu9K5Yg,gui:cre27:actiontag:Create Maintenance~!~VHTQH~!~VHTQH~!~Local__fREZN1M,07:50.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
MECH-QLK_AOG_VHTQH_190509T21:38__bpiHUcc,15:58.0,gui:cre27:actiontag:Delay End Maintenance~!~VHTQH~!~86 Mins.~!~Local__-1E3v_c,Delay End Maintenance~,MECH-QLK_AOG_VHTQH_190509T21:38,AOG,MECH-QLK,179598,38:36.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__UU506kQ,gui:cre27:actiontag:Delay End Maintenance~!~VHTQH~!~86 Mins.~!~Local__-1E3v_c,15:53.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
PLAN_MAINT-INT_190509T21:12__EXApQz4,23:06.0,gui:SGI45:actiontag:Delay End Maintenance~!~VHTQH~!~148 Mins.~!~Local__h_d8Etw,Delay End Maintenance~,PLAN_MAINT-INT_190509T21:12,MAINT-INT,PLAN,799623,12:04.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__I9KAIfU,gui:SGI45:actiontag:Delay End Maintenance~!~VHTQH~!~148 Mins.~!~Local__h_d8Etw,22:44.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
PLAN_MAINT-INT_190509T21:12__P7ZNjcc,23:06.0,gui:SGI45:actiontag:Delay End Maintenance~!~VHTQH~!~48 Mins.~!~Local__WeAg1gI,Delay End Maintenance~,PLAN_MAINT-INT_190509T21:12,MAINT-INT,PLAN,799623,12:04.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__i2xFn4k,gui:SGI45:actiontag:Delay End Maintenance~!~VHTQH~!~48 Mins.~!~Local__WeAg1gI,22:51.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
MECH-QLK_AOG_VHTQH_190509T21:38__EpKRAEA,59:20.0,gui:179598:actiontag:Update Maintenance~!~VHTQH~!~ - ~!~Local__bOYysJQ,Update Maintenance~,MECH-QLK_AOG_VHTQH_190509T21:38,AOG,MECH-QLK,179598,38:36.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__Up3w2jA,gui:179598:actiontag:Update Maintenance~!~VHTQH~!~ - ~!~Local__bOYysJQ,59:13.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
MECH-QLK_AOG_VHSBW_190510T20:28__qUuE15M,31:07.0,gui:cre27:actiontag:Delay End Maintenance~!~VHTQH~!~179 Mins.~!~Local__BmiAG4c,Delay End Maintenance~,MECH-QLK_AOG_VHSBW_190510T20:28,AOG,MECH-QLK,cre27,28:13.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__sDb-97o,gui:cre27:actiontag:Delay End Maintenance~!~VHTQH~!~179 Mins.~!~Local__BmiAG4c,31:05.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
PLAN-QLK_ALL_190509T22:24__Ylhsqps,26:44.0,gui:lru17:actiontag:Delay End Maintenance~!~VHTQH~!~369 Mins.~!~Local__FxeYyWc,Delay End Maintenance~,PLAN-QLK_ALL_190509T22:24,ALL,PLAN-QLK,202051,24:35.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__sZtdNuQ,gui:lru17:actiontag:Delay End Maintenance~!~VHTQH~!~369 Mins.~!~Local__FxeYyWc,26:40.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
PLAN-QLK_ALL_190509T22:24__k7bbkCo,05:11.0,gui:lru17:actiontag:Delay End Maintenance~!~VHTQH~!~96 Mins.~!~Local__AKy5iyY,Delay End Maintenance~,PLAN-QLK_ALL_190509T22:24,ALL,PLAN-QLK,202051,24:35.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25__wpNDcDs,gui:lru17:actiontag:Delay End Maintenance~!~VHTQH~!~96 Mins.~!~Local__AKy5iyY,04:28.0,-DydN9E_CBR_QF_190509T21:40_190510T00:25,,,,QF,40:00.0,25:00.0,,,,,
PLAN_MAINT-INT_190513T23:02__WJ23d5Y,14:53.0,gui:370625:actiontag:Create Maintenance~!~VHZNC~!~VHZNC~!~Local__PCJHlrk,Create Maintenance~,PLAN_MAINT-INT_190513T23:02,MAINT-INT,PLAN,370625,02:02.0,-Enj-9U_MEL_QF_190518T22:25_190519T05:15__5ZXpmLc,gui:370625:actiontag:Create Maintenance~!~VHZNC~!~VHZNC~!~Local__PCJHlrk,14:43.0,-Enj-9U_MEL_QF_190518T22:25_190519T05:15,,,,QF,25:00.0,15:00.0,,,,,
PLAN-QLK_ALL_190508T08:08__fjv2iGo,47:42.0,gui:190087:actiontag:Create Maintenance~!~VHQOK~!~VHQOK~!~Local__t6PqfS8,Create Maintenance~,PLAN-QLK_ALL_190508T08:08,ALL,PLAN-QLK,176171,08:54.0,-GPP6zw_CBR_QF_190511T06:45_190511T07:45__KJv2c8Y,gui:190087:actiontag:Create Maintenance~!~VHQOK~!~VHQOK~!~Local__t6PqfS8,47:41.0,-GPP6zw_CBR_QF_190511T06:45_190511T07:45,,,,QF,45:00.0,45:00.0,,,,,
OPER-QLK_MVT_190509T03:39__hZynrWo,11:09.0,gui:cpe97:actiontag:Cancel Maintenance~!~VHQOK~!~ - ~!~Local__lSGpgzA,Cancel Maintenance~,OPER-QLK_MVT_190509T03:39,MVT,OPER-QLK,cre27,39:01.0,-GPP6zw_CBR_QF_190511T06:45_190511T07:45__xsNKYpE,gui:cpe97:actiontag:Cancel Maintenance~!~VHQOK~!~ - ~!~Local__lSGpgzA,11:07.0,-GPP6zw_CBR_QF_190511T06:45_190511T07:45,,,,QF,45:00.0,45:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__84Kox7Y,15:24.0,gui:377685:actiontag:Create Maintenance~!~VHQPG~!~VHQPG~!~Local__2pgHdPE,Create Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50___LStvTg,gui:377685:actiontag:Create Maintenance~!~VHQPG~!~VHQPG~!~Local__2pgHdPE,15:09.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50,,,,QF,25:00.0,50:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__FN9H4vY,15:24.0,gui:377685:actiontag:Delay End Maintenance~!~VHQPG~!~-118 Mins.~!~Local__vWajkOk,Delay End Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50__Fe6OBgc,gui:377685:actiontag:Delay End Maintenance~!~VHQPG~!~-118 Mins.~!~Local__vWajkOk,15:12.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50,,,,QF,25:00.0,50:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__mk2uUmA,15:24.0,gui:377685:actiontag:Delay Start Maintenance~!~VHQPG~!~139 Mins.~!~Local__yvVZxP0,Delay Start Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50__xKu9IvU,gui:377685:actiontag:Delay Start Maintenance~!~VHQPG~!~139 Mins.~!~Local__yvVZxP0,15:15.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50,,,,QF,25:00.0,50:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__mA2nZIg,15:24.0,gui:377685:actiontag:Delay Start Maintenance~!~VHQPG~!~-67 Mins.~!~Local__0fWN83k,Delay Start Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50__TCswPCI,gui:377685:actiontag:Delay Start Maintenance~!~VHQPG~!~-67 Mins.~!~Local__0fWN83k,15:20.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50,,,,QF,25:00.0,50:00.0,,,,,
PLAN_MAINT-INT_190503T22:58__1sVmMSg,17:01.0,gui:377685:actiontag:Cancel Maintenance~!~VHQPG~!~ - ~!~Local__PHKJw2U,Cancel Maintenance~,PLAN_MAINT-INT_190503T22:58,MAINT-INT,PLAN,377685,58:07.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50__WGqsgxA,gui:377685:actiontag:Cancel Maintenance~!~VHQPG~!~ - ~!~Local__PHKJw2U,15:35.0,-HROXUM_SYD_QF_190610T20:25_190611T23:50,,,,QF,25:00.0,50:00.0,,,,,
PLAN_MAINT-INT_190513T21:02__AUt91q0,17:01.0,gui:377685:actiontag:Move Maintenance~!~VHEBF~!~8360 Mins.~!~Local__jj62zjU,Move Maintenance~,PLAN_MAINT-INT_190513T21:02,MAINT-INT,PLAN,377685,02:23.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30__7pTkIgc,gui:377685:actiontag:Move Maintenance~!~VHEBF~!~8360 Mins.~!~Local__jj62zjU,04:20.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30,,,,QF,00:00.0,30:00.0,,,,,
PLAN_MAINT-INT_190513T21:02__g0m_q9M,17:01.0,gui:377685:actiontag:Move Maintenance~!~VHEBF~!~2534 Mins.~!~Local__9jz8TL4,Move Maintenance~,PLAN_MAINT-INT_190513T21:02,MAINT-INT,PLAN,377685,02:23.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30__kM7yKy4,gui:377685:actiontag:Move Maintenance~!~VHEBF~!~2534 Mins.~!~Local__9jz8TL4,04:42.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30,,,,QF,00:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__mfTALaQ,45:38.0,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~1250 Mins.~!~Local__42EAWy0,Move Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30__FVcdhFo,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~1250 Mins.~!~Local__42EAWy0,44:56.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30,,,,QF,00:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__-CDscgM,45:38.0,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~-661 Mins.~!~Local__vhJjNhc,Move Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30__YhGBLz0,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~-661 Mins.~!~Local__vhJjNhc,45:32.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30,,,,QF,00:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__bYe8ABU,02:54.0,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~-22 Mins.~!~Local__LsZrp6E,Move Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30__p6IiNVg,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~-22 Mins.~!~Local__LsZrp6E,58:50.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30,,,,QF,00:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__n5x0YCA,02:54.0,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~-1314 Mins.~!~Local__ySe2BQM,Move Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30__jyAMyXM,gui:938283:actiontag:Move Maintenance~!~VHEBF~!~-1314 Mins.~!~Local__ySe2BQM,58:55.0,-IDq5kg_BNE_QF_190524T15:00_190525T13:30,,,,QF,00:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__IER8Z-s,35:24.0,gui:311843:actiontag:Create Maintenance~!~VHXZF~!~VHXZF~!~Local__B9e4jLc,Create Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__72rVRbU,gui:311843:actiontag:Create Maintenance~!~VHXZF~!~VHXZF~!~Local__B9e4jLc,34:42.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__q0WB5tA,35:24.0,gui:311843:actiontag:Delay Start Maintenance~!~VHXZF~!~0 Mins.~!~Local__k9pD0bA,Delay Start Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__fRbw_GY,gui:311843:actiontag:Delay Start Maintenance~!~VHXZF~!~0 Mins.~!~Local__k9pD0bA,34:46.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__0YO9w1k,35:24.0,gui:311843:actiontag:Delay Start Maintenance~!~VHXZF~!~213 Mins.~!~Local__57TSQ0I,Delay Start Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__283AP3c,gui:311843:actiontag:Delay Start Maintenance~!~VHXZF~!~213 Mins.~!~Local__57TSQ0I,34:48.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__7A8fH7A,35:24.0,gui:311843:actiontag:Move Maintenance~!~VHXZF~!~-131 Mins.~!~Local__8W7_XT8,Move Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__gJiMSq4,gui:311843:actiontag:Move Maintenance~!~VHXZF~!~-131 Mins.~!~Local__8W7_XT8,34:50.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__vRRBETM,35:24.0,gui:311843:actiontag:Delay End Maintenance~!~VHXZF~!~53 Mins.~!~Local__XerDDLI,Delay End Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__BrCPcBE,gui:311843:actiontag:Delay End Maintenance~!~VHXZF~!~53 Mins.~!~Local__XerDDLI,34:52.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__LmyUncQ,35:24.0,gui:311843:actiontag:Update Maintenance~!~VHXZF~!~ - ~!~Local__srkGmW8,Update Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35__rQtKLr0,gui:311843:actiontag:Update Maintenance~!~VHXZF~!~ - ~!~Local__srkGmW8,35:10.0,-IkF6P0_BNE_QF_190508T11:20_190508T22:35,,,,QF,20:00.0,35:00.0,,,,,
