"id","timestamp1","source","actiontag","event_id","event_type","event_category","event_author","eventcreated","change_id","change_source","changetimestamp","change_targetasrobject_id","change_targetasrobject_origin","change_targetasrobject_destination","change_targetasrobject_flightnumber","change_targetasrobject_carrier","scheduledstart","scheduledend","change_attributes_last_aircraft_assigned","eobt","eibt","change_attributes_last_delay_applied","change_attributes_last_delay_on_arrival_applied"
"MECH_MAINT_VHVZC_190506T12:32__F58Lfcg","2019-05-06 12:33:51.000","gui:scr11:actiontag:Create Flight-Leg~!~6113~!~VHVXQ~!~Local__3cDaxQ0","Create Flight-Leg~","MECH_MAINT_VHVZC_190506T12:32","MAINT","MECH","scr11","2019-05-06 12:32:08.000","QF_6113_BNE_SYD_19-05-08___QqRrVI","gui:scr11:actiontag:Create Flight-Leg~!~6113~!~VHVXQ~!~Local__3cDaxQ0","2019-05-06 12:33:08.000","QF_6113_BNE_SYD_19-05-08","BNE","SYD","6113","QF","2019-05-08 02:00:00.000","2019-05-08 03:35:00.000","",,,,
"PLAN-QLK_ALL_190514T08:47__bEzycVU","2019-05-14 12:31:21.000","gui:scr11:actiontag:Create Flight-Leg~!~6114~!~VHEBL~!~Local__efU6Yl8","Create Flight-Leg~","PLAN-QLK_ALL_190514T08:47","ALL","PLAN-QLK","198168","2019-05-14 08:47:26.000","QF_6114_BME_PER_19-05-16__IHJ84WY","gui:scr11:actiontag:Create Flight-Leg~!~6114~!~VHEBL~!~Local__efU6Yl8","2019-05-14 12:30:59.000","QF_6114_BME_PER_19-05-16","BME","PER","6114","QF","2019-05-15 23:00:00.000","2019-05-16 01:45:00.000","",,,,
"OPER_PORT_MEL_190509T08:49__h2ukowk","2019-05-09 08:49:51.000","gui:319288:actiontag:Create Flight-Leg~!~6114~!~VHVXM~!~Local__BEZNvLc","Create Flight-Leg~","OPER_PORT_MEL_190509T08:49","PORT","OPER","319288","2019-05-09 08:49:50.000","QF_6114_BNE_SYD_19-05-09__Sf_92Vg","gui:319288:actiontag:Create Flight-Leg~!~6114~!~VHVXM~!~Local__BEZNvLc","2019-05-09 08:46:19.000","QF_6114_BNE_SYD_19-05-09","BNE","SYD","6114","QF","2019-05-09 11:00:00.000","2019-05-09 12:35:00.000","",,,,
"MECH_AOG_VHVXE_190502T16:27__XXEgxek","2019-05-03 05:03:16.000","gui:364016:actiontag:Create Flight-Leg~!~6116~!~VHVXE~!~Local__pghtO2Y","Create Flight-Leg~","MECH_AOG_VHVXE_190502T16:27","AOG","MECH","mhi01","2019-05-02 16:27:02.000","QF_6116_DRW_SYD_19-05-04__BDf8c00","gui:364016:actiontag:Create Flight-Leg~!~6116~!~VHVXE~!~Local__pghtO2Y","2019-05-03 05:02:32.000","QF_6116_DRW_SYD_19-05-04","DRW","SYD","6116","QF","2019-05-03 20:30:00.000","2019-05-04 00:45:00.000","",,,,
"MECH_MAINT_VHEBL_190513T19:20__vdGs1ak","2019-05-15 03:47:36.000","gui:fst11:actiontag:Create Flight-Leg~!~6124~!~VHEBL~!~Local__Z3BTy1g","Create Flight-Leg~","MECH_MAINT_VHEBL_190513T19:20","MAINT","MECH","scr11","2019-05-13 19:20:21.000","QF_6124_BME_SYD_19-05-16__k8-GTjQ","gui:fst11:actiontag:Create Flight-Leg~!~6124~!~VHEBL~!~Local__Z3BTy1g","2019-05-15 03:43:45.000","QF_6124_BME_SYD_19-05-16","BME","SYD","6124","QF","2019-05-16 00:00:00.000","2019-05-16 04:00:00.000","",,,,
"MECH_MAINT_VHEBL_190513T19:20__F50bTgI","2019-05-15 07:33:23.000","gui:fst11:actiontag:Create Flight-Leg~!~6134~!~VHEBL~!~Local__jQNmXUY","Create Flight-Leg~","MECH_MAINT_VHEBL_190513T19:20","MAINT","MECH","scr11","2019-05-13 19:20:21.000","QF_6134_BME_BNE_19-05-16__f64FQgo","gui:fst11:actiontag:Create Flight-Leg~!~6134~!~VHEBL~!~Local__jQNmXUY","2019-05-15 07:32:26.000","QF_6134_BME_BNE_19-05-16","BME","BNE","6134","QF","2019-05-16 05:00:00.000","2019-05-16 08:45:00.000","",,,,
"MECH_AOG_VHVXH_190510T07:12__UIDcaDI","2019-05-10 07:55:00.000","gui:319288:actiontag:Create Flight-Leg~!~6135~!~VHVXH~!~Local__qyaxKgs","Create Flight-Leg~","MECH_AOG_VHVXH_190510T07:12","AOG","MECH","aco53","2019-05-10 07:12:48.000","QF_6135_ADL_MEL_19-05-10__pIzBgnA","gui:319288:actiontag:Create Flight-Leg~!~6135~!~VHVXH~!~Local__qyaxKgs","2019-05-10 07:54:23.000","QF_6135_ADL_MEL_19-05-10","ADL","MEL","6135","QF","2019-05-10 13:00:00.000","2019-05-10 14:20:00.000","",,,,
"MECH_MAINT_VHEBD_190515T20:53__227L_J8","2019-05-16 04:38:25.000","gui:kpa49:actiontag:Create Flight-Leg~!~6144~!~VHEBD~!~Local__SOLb_6k","Create Flight-Leg~","MECH_MAINT_VHEBD_190515T20:53","MAINT","MECH","317357","2019-05-15 20:53:34.000","QF_6144_SYD_MEL_19-05-16__o9odRo0","gui:kpa49:actiontag:Create Flight-Leg~!~6144~!~VHEBD~!~Local__SOLb_6k","2019-05-16 04:27:00.000","QF_6144_SYD_MEL_19-05-16","SYD","MEL","6144","QF","2019-05-16 09:35:00.000","2019-05-16 11:10:00.000","",,,,
"WX_5NM_MEL_190510T03:21__pWTGY9I","2019-05-10 08:00:45.000","gui:319288:actiontag:Create Flight-Leg~!~6145~!~VHXZG~!~Local__EmctlJs","Create Flight-Leg~","WX_5NM_MEL_190510T03:21","5NM","WX","319288","2019-05-10 03:21:18.000","QF_6145_BNE_SYD_19-05-10__RFMnGR0","gui:319288:actiontag:Create Flight-Leg~!~6145~!~VHXZG~!~Local__EmctlJs","2019-05-10 07:59:05.000","QF_6145_BNE_SYD_19-05-10","BNE","SYD","6145","QF","2019-05-10 11:05:00.000","2019-05-10 12:30:00.000","",,,,
"MECH_MAINT_VHVXO_190516T06:32__1o9UorM","2019-05-16 07:13:34.000","gui:kpa49:actiontag:Create Flight-Leg~!~6154~!~VHVZF~!~Local__NfiJv-w","Create Flight-Leg~","MECH_MAINT_VHVXO_190516T06:32","MAINT","MECH","kpa49","2019-05-16 06:32:39.000","QF_6154_BNE_MEL_19-05-16__qEw8gws","gui:kpa49:actiontag:Create Flight-Leg~!~6154~!~VHVZF~!~Local__NfiJv-w","2019-05-16 07:12:46.000","QF_6154_BNE_MEL_19-05-16","BNE","MEL","6154","QF","2019-05-16 10:15:00.000","2019-05-16 12:40:00.000","",,,,
"MECH_MAINT_VHVXM_190516T08:50__yg0OW00","2019-05-16 08:50:08.000","gui:kpa49:actiontag:Create Flight-Leg~!~6164~!~VHVYE~!~Local___VQs-GA","Create Flight-Leg~","MECH_MAINT_VHVXM_190516T08:50","MAINT","MECH","kpa49","2019-05-16 08:50:05.000","QF_6164_ADL_MEL_19-05-16__2PSb0Ns","gui:kpa49:actiontag:Create Flight-Leg~!~6164~!~VHVYE~!~Local___VQs-GA","2019-05-16 08:47:53.000","QF_6164_ADL_MEL_19-05-16","ADL","MEL","6164","QF","2019-05-16 11:10:00.000","2019-05-16 12:30:00.000","",,,,
"PLAN-QLK_ALL_190430T08:23__IY5hZvA","2019-05-01 00:34:43.000","gui:202726:actiontag:Create Flight-Leg~!~6200~!~VHYQT~!~Local__Hcs6JrY","Create Flight-Leg~","PLAN-QLK_ALL_190430T08:23","ALL","PLAN-QLK","176171","2019-04-30 08:23:17.000","QF_6200_ASP_CNS_19-05-01__54VpPps","gui:202726:actiontag:Create Flight-Leg~!~6200~!~VHYQT~!~Local__Hcs6JrY","2019-05-01 00:32:34.000","QF_6200_ASP_CNS_19-05-01","ASP","CNS","6200","QF","2019-05-01 04:30:00.000","2019-05-01 06:40:00.000","",,,,
"MECH-QLK_MAINT_VHYQX_190516T01:20__jfpWljI","2019-05-16 05:44:50.000","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHYQX~!~Local__sLXNxLA","Create Flight-Leg~","MECH-QLK_MAINT_VHYQX_190516T01:20","MAINT","MECH-QLK","196474","2019-05-16 01:20:59.000","QF_6200_CBR_BNE_19-05-16__l1TiUIk","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHYQX~!~Local__sLXNxLA","2019-05-16 05:41:54.000","QF_6200_CBR_BNE_19-05-16","CBR","BNE","6200","QF","2019-05-16 08:20:00.000","2019-05-16 10:05:00.000","",,,,
"OPER_PORT_MEL_190503T21:21__jUGiFt0","2019-05-03 23:56:16.000","gui:197721:actiontag:Create Flight-Leg~!~6201~!~VHYQV~!~Local__AkRvzzs","Create Flight-Leg~","OPER_PORT_MEL_190503T21:21","PORT","OPER","931728","2019-05-03 21:21:55.000","QF_6201_CNS_BNE_19-05-04__GowwLCE","gui:197721:actiontag:Create Flight-Leg~!~6201~!~VHYQV~!~Local__AkRvzzs","2019-05-03 23:51:41.000","QF_6201_CNS_BNE_19-05-04","CNS","BNE","6201","QF","2019-05-04 03:00:00.000","2019-05-04 05:10:00.000","",,,,
"OPER-QLK_FA_QF_1753_CNS_BNE_19-05-08_190507T18:07__wjIkFzA","2019-05-07 18:30:25.000","gui:108658:actiontag:Create Flight-Leg~!~6201~!~VHYQT~!~Local__hrIvP8M","Create Flight-Leg~","OPER-QLK_FA_QF_1753_CNS_BNE_19-05-08_190507T18:07","FA","OPER-QLK","108658","2019-05-07 18:07:13.000","QF_6201_CNS_BNE_19-05-08__YpjFvE0","gui:108658:actiontag:Create Flight-Leg~!~6201~!~VHYQT~!~Local__hrIvP8M","2019-05-07 18:14:08.000","QF_6201_CNS_BNE_19-05-08","CNS","BNE","6201","QF","2019-05-07 19:25:00.000","2019-05-07 21:35:00.000","",,,,
"MECH-QLK_MAINT_VHNXO_190430T05:11__3yJ0woE","2019-04-30 05:18:58.000","gui:197721:actiontag:Create Flight-Leg~!~6202~!~VHNXO~!~Local__ZoKQFyA","Create Flight-Leg~","MECH-QLK_MAINT_VHNXO_190430T05:11","MAINT","MECH-QLK","197721","2019-04-30 05:11:10.000","QF_6202_AYQ_ASP_19-04-30__oRv3b34","gui:197721:actiontag:Create Flight-Leg~!~6202~!~VHNXO~!~Local__ZoKQFyA","2019-04-30 05:15:24.000","QF_6202_AYQ_ASP_19-04-30","AYQ","ASP","6202","QF","2019-04-30 06:45:00.000","2019-04-30 07:35:00.000","",,,,
"MECH-QLK_AOG_VHNXO_190503T03:46__OPNYvgw","2019-05-03 03:47:02.000","gui:197721:actiontag:Create Flight-Leg~!~6203~!~VHNXO~!~Local__ZC5XBI8","Create Flight-Leg~","MECH-QLK_AOG_VHNXO_190503T03:46","AOG","MECH-QLK","197721","2019-05-03 03:46:25.000","QF_6203_ASP_CNS_19-05-03__bKQmFp4","gui:197721:actiontag:Create Flight-Leg~!~6203~!~VHNXO~!~Local__ZC5XBI8","2019-05-03 03:42:44.000","QF_6203_ASP_CNS_19-05-03","ASP","CNS","6203","QF","2019-05-03 09:30:00.000","2019-05-03 11:40:00.000","",,,,
