"id","change_attributes_block_ids","change_targetasrobject_id","change_targetasrobject_origin","change_targetasrobject_destination","change_targetasrobject_flightnumber","change_targetasrobject_carrier","change_targetasrobject_scheduledbase","timestamp1","source","actiontag","event_id","event_type","event_category","event_author","eventcreated","change_id","change_source","changetimestamp","scheduledstart","scheduledend","change_attributes_last_aircraft_assigned","eobt","eibt","change_attributes_last_delay_applied","change_attributes_last_delay_on_arrival_applied"
"OPER_OTHER_190328T06:17__vCqJTMg",,"QF_6010_CHC_SYD_19-03-29","CHC","SYD","6010","QF","","2019-03-28 06:17:27.000","gui:SVA33:actiontag:Create Flight-Leg~!~6010~!~VHVZI~!~Local__2hv09bc","Create Flight-Leg","OPER_OTHER_190328T06:17","OTHER","OPER","SVA33","2019-03-28 06:17:24.000","QF_6010_CHC_SYD_19-03-29__WsPdVyE","gui:SVA33:actiontag:Create Flight-Leg~!~6010~!~VHVZI~!~Local__2hv09bc","2019-03-28 06:14:08.000","2019-03-28 18:30:00.000","2019-03-28 22:00:00.000","",,,,
"OPER-QLK_Other_190122T04:16__LnEUMGs",,"QF_6672_SYD_BNE_19-01-24","SYD","BNE","6672","QF","","2019-01-22 04:16:51.000","gui:179575:actiontag:Create Flight-Leg~!~6672~!~VHSBV~!~Local__BpFF7ZM","Create Flight-Leg","OPER-QLK_Other_190122T04:16","Other","OPER-QLK","179575","2019-01-22 04:16:48.000","QF_6672_SYD_BNE_19-01-24__JMZY8rw","gui:179575:actiontag:Create Flight-Leg~!~6672~!~VHSBV~!~Local__BpFF7ZM","2019-01-22 04:10:13.000","2019-01-24 06:50:00.000","2019-01-24 08:50:00.000","",,,,
"WX_5NM_SYD_190314T06:27__SSgYuGc",,"QF_6135_MEL_SYD_19-03-15","MEL","SYD","6135","QF","","2019-03-14 15:07:27.000","gui:fst11:actiontag:Create Flight-Leg~!~6135~!~VHVZU~!~Local__Ce_JDvE","Create Flight-Leg","WX_5NM_SYD_190314T06:27","5NM","WX","kpa49","2019-03-14 06:27:33.000","QF_6135_MEL_SYD_19-03-15__yPQG6Nw","gui:fst11:actiontag:Create Flight-Leg~!~6135~!~VHVZU~!~Local__Ce_JDvE","2019-03-14 14:54:19.000","2019-03-15 02:30:00.000","2019-03-15 03:55:00.000","",,,,
"OPER-QLK_Commercial_190314T23:41__MLVIXNs",,"QF_6710_MEL_SYD_19-03-15","MEL","SYD","6710","QF","","2019-03-14 23:41:29.000","gui:196384:actiontag:Create Flight-Leg~!~6710~!~VHQOP~!~Local__6SODvzw","Create Flight-Leg","OPER-QLK_Commercial_190314T23:41","Commercial","OPER-QLK","196384","2019-03-14 23:41:26.000","QF_6710_MEL_SYD_19-03-15__vASRkWQ","gui:196384:actiontag:Create Flight-Leg~!~6710~!~VHQOP~!~Local__6SODvzw","2019-03-14 23:40:43.000","2019-03-15 02:45:00.000","2019-03-15 04:25:00.000","",,,,
"OPER-QLK_Other_190315T00:59__DmfVbtw",,"QF_6672_BNE_CNS_19-03-17","BNE","CNS","6672","QF","","2019-03-15 01:02:05.000","gui:cre27:actiontag:Create Flight-Leg~!~6672~!~VHLQK~!~Local__zB5uwu8","Create Flight-Leg","OPER-QLK_Other_190315T00:59","Other","OPER-QLK","cre27","2019-03-15 00:59:01.000","QF_6672_BNE_CNS_19-03-17__esIW31w","gui:cre27:actiontag:Create Flight-Leg~!~6672~!~VHLQK~!~Local__zB5uwu8","2019-03-15 00:59:45.000","2019-03-17 06:20:00.000","2019-03-17 09:05:00.000","",,,,
"MECH_MAINT_VHEBD_190515T20:53__227L_J8",,"QF_6144_SYD_MEL_19-05-16","SYD","MEL","6144","QF","","2019-05-16 04:38:25.000","gui:kpa49:actiontag:Create Flight-Leg~!~6144~!~VHEBD~!~Local__SOLb_6k","Create Flight-Leg","MECH_MAINT_VHEBD_190515T20:53","MAINT","MECH","317357","2019-05-15 20:53:34.000","QF_6144_SYD_MEL_19-05-16__o9odRo0","gui:kpa49:actiontag:Create Flight-Leg~!~6144~!~VHEBD~!~Local__SOLb_6k","2019-05-16 04:27:00.000","2019-05-16 09:35:00.000","2019-05-16 11:10:00.000","",,,,
"MECH_MAINT_VHVXO_190516T06:32__1o9UorM",,"QF_6154_BNE_MEL_19-05-16","BNE","MEL","6154","QF","","2019-05-16 07:13:34.000","gui:kpa49:actiontag:Create Flight-Leg~!~6154~!~VHVZF~!~Local__NfiJv-w","Create Flight-Leg","MECH_MAINT_VHVXO_190516T06:32","MAINT","MECH","kpa49","2019-05-16 06:32:39.000","QF_6154_BNE_MEL_19-05-16__qEw8gws","gui:kpa49:actiontag:Create Flight-Leg~!~6154~!~VHVZF~!~Local__NfiJv-w","2019-05-16 07:12:46.000","2019-05-16 10:15:00.000","2019-05-16 12:40:00.000","",,,,
"PLAN-QLK_ALL_190224T19:25__lQilb7I",,"QF_6683_XSP_PER_19-03-25","XSP","PER","6683","QF","","2019-02-25 05:44:43.000","gui:622148:actiontag:Create Flight-Leg~!~6683~!~VHVQU~!~Local__Ff7XOAc","Create Flight-Leg","PLAN-QLK_ALL_190224T19:25","ALL","PLAN-QLK","198168","2019-02-24 19:25:19.000","QF_6683_XSP_PER_19-03-25__klTGnyU","gui:622148:actiontag:Create Flight-Leg~!~6683~!~VHVQU~!~Local__Ff7XOAc","2019-02-25 05:44:37.000","2019-03-25 07:00:00.000","2019-03-25 12:00:00.000","",,,,
"MECH-QLK_MAINT_VHSBT_190224T01:07__Oz-oMQo",,"QF_6711_TMW_SYD_19-02-24_1","TMW","SYD","6711","QF","","2019-02-24 01:07:57.000","gui:179575:actiontag:AirReturn Flight-Leg~!~6711~!~TMW~!~Local__dvd4yFs","AirReturn Flight-Leg","MECH-QLK_MAINT_VHSBT_190224T01:07","MAINT","MECH-QLK","179575","2019-02-24 01:07:56.000","QF_6711_TMW_SYD_19-02-24__2lysP8A","gui:179575:actiontag:AirReturn Flight-Leg~!~6711~!~TMW~!~Local__dvd4yFs","2019-02-24 01:06:12.000","2019-02-24 00:15:00.000","2019-02-24 01:30:00.000","VHSBT","2019-02-24 00:15:00.000","2019-02-24 01:05:00.000",,
"MECH-QLK_AOG_VHSBG_190526T07:31__n6HRkHc",,"QF_6712_TMW_SYD_19-05-27","TMW","SYD","6712","QF","","2019-05-26 07:31:52.000","gui:196384:actiontag:Create Flight-Leg~!~6712~!~VHSBG~!~Local__0lol5MQ","Create Flight-Leg","MECH-QLK_AOG_VHSBG_190526T07:31","AOG","MECH-QLK","196384","2019-05-26 07:31:43.000","QF_6712_TMW_SYD_19-05-27__OaaZJtM","gui:196384:actiontag:Create Flight-Leg~!~6712~!~VHSBG~!~Local__0lol5MQ","2019-05-26 07:30:59.000","2019-05-26 23:30:00.000","2019-05-27 00:40:00.000","",,,,
"MECH_AOG_VHZNH_190118T20:30__5c-e9e8",,"QF_6126_BNE_MEL_19-01-19","BNE","MEL","6126","QF","","2019-01-18 20:35:29.000","gui:kpa49:actiontag:Create Flight-Leg~!~6126~!~VHVXQ~!~Local__4aZQfH4","Create Flight-Leg","MECH_AOG_VHZNH_190118T20:30","AOG","MECH","156475","2019-01-18 20:30:31.000","QF_6126_BNE_MEL_19-01-19__4s-kwzQ","gui:kpa49:actiontag:Create Flight-Leg~!~6126~!~VHVXQ~!~Local__4aZQfH4","2019-01-18 20:34:28.000","2019-01-19 05:15:00.000","2019-01-19 07:40:00.000","",,,,
"PLAN-QLK_ALL_190519T20:48__hxPhklo",,"QF_6200_BNE_TSV_19-05-24","BNE","TSV","6200","QF","","2019-05-20 07:40:12.000","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHNXK~!~Local__UTaSGhE","Create Flight-Leg","PLAN-QLK_ALL_190519T20:48","ALL","PLAN-QLK","196474","2019-05-19 20:48:07.000","QF_6200_BNE_TSV_19-05-24__s3UX73Q","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHNXK~!~Local__UTaSGhE","2019-05-20 07:39:59.000","2019-05-24 06:10:00.000","2019-05-24 07:55:00.000","",,,,
"OPER_CUST_QF_597_BNE_PER_19-04-03_190403T07:53__jK_aHdg",,"QF_6114_SYD_MEL_19-04-04","SYD","MEL","6114","QF","","2019-04-03 11:16:35.000","gui:scr11:actiontag:Create Flight-Leg~!~6114~!~VHEBG~!~Local__upTMGns","Create Flight-Leg","OPER_CUST_QF_597_BNE_PER_19-04-03_190403T07:53","CUST","OPER","317357","2019-04-03 07:53:03.000","QF_6114_SYD_MEL_19-04-04__KyZDKxo","gui:scr11:actiontag:Create Flight-Leg~!~6114~!~VHEBG~!~Local__upTMGns","2019-04-03 11:15:41.000","2019-04-04 02:00:00.000","2019-04-04 03:35:00.000","",,,,
"MECH-QLK_MAINT_VHSCE_190128T06:24__qIlUHOs",,"QF_6710_ADL_SYD_19-01-29","ADL","SYD","6710","QF","","2019-01-28 06:55:42.000","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHSCE~!~Local__QdOUxqo","Create Flight-Leg","MECH-QLK_MAINT_VHSCE_190128T06:24","MAINT","MECH-QLK","cpe97","2019-01-28 06:24:20.000","QF_6710_ADL_SYD_19-01-29__vQexnPI","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHSCE~!~Local__QdOUxqo","2019-01-28 06:53:21.000","2019-01-28 21:30:00.000","2019-01-29 00:25:00.000","",,,,
"MECH-QLK_MAINT_VHSCE_190128T06:24__v_NBB5o",,"QF_6711_SYD_ADL_19-01-28","SYD","ADL","6711","QF","","2019-01-28 06:55:42.000","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHSBJ~!~Local__ZQHDg8c","Create Flight-Leg","MECH-QLK_MAINT_VHSCE_190128T06:24","MAINT","MECH-QLK","cpe97","2019-01-28 06:24:20.000","QF_6711_SYD_ADL_19-01-28__7rTDlnM","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHSBJ~!~Local__ZQHDg8c","2019-01-28 06:52:39.000","2019-01-28 08:30:00.000","2019-01-28 11:25:00.000","",,,,
"MECH-QLK_AOG_VHQOT_190206T06:36__05ZxNdU",,"QF_6710_ABX_SYD_19-02-07","ABX","SYD","6710","QF","","2019-02-06 06:36:26.000","gui:196384:actiontag:Create Flight-Leg~!~6710~!~VHQOT~!~Local__tU4ytaI","Create Flight-Leg","MECH-QLK_AOG_VHQOT_190206T06:36","AOG","MECH-QLK","196384","2019-02-06 06:36:20.000","QF_6710_ABX_SYD_19-02-07__3ZPhxyg","gui:196384:actiontag:Create Flight-Leg~!~6710~!~VHQOT~!~Local__tU4ytaI","2019-02-06 06:33:07.000","2019-02-06 19:30:00.000","2019-02-06 20:45:00.000","",,,,
"OPER-QLK_MVT_190205T23:09__WyWf_lU",,"QF_6670_TSV_CNS_19-02-07","TSV","CNS","6670","QF","","2019-02-06 07:33:46.000","gui:cpe97:actiontag:Create Flight-Leg~!~6670~!~VHQOD~!~Local___cDcCq0","Create Flight-Leg","OPER-QLK_MVT_190205T23:09","MVT","OPER-QLK","cre27","2019-02-05 23:09:34.000","QF_6670_TSV_CNS_19-02-07__NbyeQIg","gui:cpe97:actiontag:Create Flight-Leg~!~6670~!~VHQOD~!~Local___cDcCq0","2019-02-06 07:33:33.000","2019-02-06 20:45:00.000","2019-02-06 21:35:00.000","",,,,
"OPER-QLK_MVT_190205T23:09__H7M3W2w",,"QF_6671_CNS_ROK_19-02-06","CNS","ROK","6671","QF","","2019-02-06 07:26:30.000","gui:cpe97:actiontag:Create Flight-Leg~!~6671~!~VHQOI~!~Local__d-Id-ao","Create Flight-Leg","OPER-QLK_MVT_190205T23:09","MVT","OPER-QLK","cre27","2019-02-05 23:09:34.000","QF_6671_CNS_ROK_19-02-06__lTQ7Q30","gui:cpe97:actiontag:Create Flight-Leg~!~6671~!~VHQOI~!~Local__d-Id-ao","2019-02-06 07:26:19.000","2019-02-06 09:00:00.000","2019-02-06 11:00:00.000","",,,,
"WX-QLK_Low-Vis_WLG_190128T22:52__FpD6roA",,"JQ_3991_PMR_NSN_19-01-29","PMR","NSN","3991","JQ","","2019-01-28 22:52:32.000","gui:210336:actiontag:Create Flight-Leg~!~3991~!~VHSBI~!~Local__DjFQgj0","Create Flight-Leg","WX-QLK_Low-Vis_WLG_190128T22:52","Low-Vis","WX-QLK","210336","2019-01-28 22:52:27.000","JQ_3991_PMR_NSN_19-01-29__DlfOLdY","gui:210336:actiontag:Create Flight-Leg~!~3991~!~VHSBI~!~Local__DjFQgj0","2019-01-28 22:51:01.000","2019-01-28 23:20:00.000","2019-01-29 00:05:00.000","",,,,
"MECH-QLK_MAINT_VHLQK_190314T23:34__jFQ2JK4",,"QF_6670_BNE_CNS_19-03-17","BNE","CNS","6670","QF","","2019-03-14 23:35:18.000","gui:cre27:actiontag:Create Flight-Leg~!~6670~!~VHLQK~!~Local__mJQ3gWw","Create Flight-Leg","MECH-QLK_MAINT_VHLQK_190314T23:34","MAINT","MECH-QLK","cre27","2019-03-14 23:34:24.000","QF_6670_BNE_CNS_19-03-17__8VDTvXI","gui:cre27:actiontag:Create Flight-Leg~!~6670~!~VHLQK~!~Local__mJQ3gWw","2019-03-14 23:34:55.000","2019-03-17 05:00:00.000","2019-03-17 07:45:00.000","",,,,
"WX_5NM_SYD_190314T06:27__JeFjayk",,"QF_6125_MEL_SYD_19-03-15","MEL","SYD","6125","QF","","2019-03-14 15:07:27.000","gui:fst11:actiontag:Create Flight-Leg~!~6125~!~VHVYG~!~Local__LwUEbrk","Create Flight-Leg","WX_5NM_SYD_190314T06:27","5NM","WX","kpa49","2019-03-14 06:27:33.000","QF_6125_MEL_SYD_19-03-15__gVfFg_c","gui:fst11:actiontag:Create Flight-Leg~!~6125~!~VHVYG~!~Local__LwUEbrk","2019-03-14 14:47:02.000","2019-03-14 22:30:00.000","2019-03-14 23:55:00.000","",,,,
"MECH_MAINT_VHEBM_190314T20:45__giJVMGg",,"QF_6155_BNE_PER_19-03-15","BNE","PER","6155","QF","","2019-03-14 21:48:24.000","gui:kpa49:actiontag:Create Flight-Leg~!~6155~!~VHEBP~!~Local__oPg_P6g","Create Flight-Leg","MECH_MAINT_VHEBM_190314T20:45","MAINT","MECH","kpa49","2019-03-14 20:45:13.000","QF_6155_BNE_PER_19-03-15__9sEUFpQ","gui:kpa49:actiontag:Create Flight-Leg~!~6155~!~VHEBP~!~Local__oPg_P6g","2019-03-14 21:48:04.000","2019-03-15 01:00:00.000","2019-03-15 06:15:00.000","",,,,
"MECH-QLK_MAINT_VHSBW_190222T10:20__M5mem9A",,"QF_6710_SYD_ADL_19-02-23","SYD","ADL","6710","QF","","2019-02-22 10:38:43.000","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHSCE~!~Local__FJHN_LU","Create Flight-Leg","MECH-QLK_MAINT_VHSBW_190222T10:20","MAINT","MECH-QLK","cre27","2019-02-22 10:20:33.000","QF_6710_SYD_ADL_19-02-23__j1kpZpE","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHSCE~!~Local__FJHN_LU","2019-02-22 10:38:07.000","2019-02-23 03:00:00.000","2019-02-23 05:55:00.000","",,,,
"MECH_MAINT_VHVZB_190219T18:03__DdtlXIA",,"QF_6113_SYD_BNE_19-02-20","SYD","BNE","6113","QF","","2019-02-19 21:53:44.000","gui:364016:actiontag:Create Flight-Leg~!~6113~!~VHVYH~!~Local__UrH9sZk","Create Flight-Leg","MECH_MAINT_VHVZB_190219T18:03","MAINT","MECH","fst11","2019-02-19 18:03:29.000","QF_6113_SYD_BNE_19-02-20__nx2YvrQ","gui:364016:actiontag:Create Flight-Leg~!~6113~!~VHVYH~!~Local__UrH9sZk","2019-02-19 21:51:57.000","2019-02-19 23:00:00.000","2019-02-20 00:30:00.000","",,,,
"PLAN-QLK_ALL_190520T20:30__d0Rfv0s",,"QF_6681_WCD_KGI_19-05-22","WCD","KGI","6681","QF","","2019-05-22 00:16:14.000","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHJ~!~Local__vJ_5TNk","Create Flight-Leg","PLAN-QLK_ALL_190520T20:30","ALL","PLAN-QLK","198168","2019-05-20 20:30:45.000","QF_6681_WCD_KGI_19-05-22__UUwDC-0","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHJ~!~Local__vJ_5TNk","2019-05-22 00:15:53.000","2019-05-22 09:00:00.000","2019-05-22 09:20:00.000","",,,,
"MECH-QLK_AOG_VHLQF_190521T23:33__6Exg184",,"QF_6671_ISA_CNS_19-05-23","ISA","CNS","6671","QF","","2019-05-22 09:18:22.000","gui:211872:actiontag:Create Flight-Leg~!~6671~!~VHLQF~!~Local__miuwAF4","Create Flight-Leg","MECH-QLK_AOG_VHLQF_190521T23:33","AOG","MECH-QLK","cre27","2019-05-21 23:33:04.000","QF_6671_ISA_CNS_19-05-23__zHDRPlc","gui:211872:actiontag:Create Flight-Leg~!~6671~!~VHLQF~!~Local__miuwAF4","2019-05-22 09:17:40.000","2019-05-22 21:00:00.000","2019-05-22 22:55:00.000","",,,,
"MECH-QLK_AOG_VHQOU_190523T18:26__awHpx7M",,"QF_6714_CBR_SYD_19-05-25","CBR","SYD","6714","QF","","2019-05-24 09:06:53.000","gui:196384:actiontag:Create Flight-Leg~!~6714~!~VHQOU~!~Local__qo24A_Y","Create Flight-Leg","MECH-QLK_AOG_VHQOU_190523T18:26","AOG","MECH-QLK","cha17","2019-05-23 18:26:32.000","QF_6714_CBR_SYD_19-05-25__SBUHVrE","gui:196384:actiontag:Create Flight-Leg~!~6714~!~VHQOU~!~Local__qo24A_Y","2019-05-24 09:06:41.000","2019-05-24 23:05:00.000","2019-05-25 00:00:00.000","",,,,
"MECH-QLK_MAINT_VHYQS_190524T01:42__sStnebA",,"QF_6200_CBR_BNE_19-05-26","CBR","BNE","6200","QF","","2019-05-24 01:42:35.000","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHYQS~!~Local__jQK9Xxw","Create Flight-Leg","MECH-QLK_MAINT_VHYQS_190524T01:42","MAINT","MECH-QLK","197721","2019-05-24 01:42:33.000","QF_6200_CBR_BNE_19-05-26__fmgegzU","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHYQS~!~Local__jQK9Xxw","2019-05-24 01:41:59.000","2019-05-25 23:00:00.000","2019-05-26 00:45:00.000","",,,,
"MECH_AOG_VHXZI_190529T08:24__uhZRF9Y",,"QF_6133_MEL_PER_19-05-29","MEL","PER","6133","QF","","2019-05-29 08:27:59.000","gui:mhi01:actiontag:Create Flight-Leg~!~6133~!~VHVYJ~!~Local__yaDBNpQ","Create Flight-Leg","MECH_AOG_VHXZI_190529T08:24","AOG","MECH","mhi01","2019-05-29 08:24:57.000","QF_6133_MEL_PER_19-05-29__hKdwsG8","gui:mhi01:actiontag:Create Flight-Leg~!~6133~!~VHVYJ~!~Local__yaDBNpQ","2019-05-29 08:27:48.000","2019-05-29 13:30:00.000","2019-05-29 17:25:00.000","",,,,
"MECH-QLK_MAINT_VHNXO_190430T05:11__3yJ0woE",,"QF_6202_AYQ_ASP_19-04-30","AYQ","ASP","6202","QF","","2019-04-30 05:18:58.000","gui:197721:actiontag:Create Flight-Leg~!~6202~!~VHNXO~!~Local__ZoKQFyA","Create Flight-Leg","MECH-QLK_MAINT_VHNXO_190430T05:11","MAINT","MECH-QLK","197721","2019-04-30 05:11:10.000","QF_6202_AYQ_ASP_19-04-30__oRv3b34","gui:197721:actiontag:Create Flight-Leg~!~6202~!~VHNXO~!~Local__ZoKQFyA","2019-04-30 05:15:24.000","2019-04-30 06:45:00.000","2019-04-30 07:35:00.000","",,,,
"MECH_MAINT_VHVXF_190430T21:02__irEvpDw",,"QF_6113_ADL_MEL_19-05-01","ADL","MEL","6113","QF","","2019-04-30 21:46:58.000","gui:kpa49:actiontag:Create Flight-Leg~!~6113~!~VHXZE~!~Local__Qa8sry8","Create Flight-Leg","MECH_MAINT_VHVXF_190430T21:02","MAINT","MECH","kpa49","2019-04-30 21:02:30.000","QF_6113_ADL_MEL_19-05-01__9dDH1aQ","gui:kpa49:actiontag:Create Flight-Leg~!~6113~!~VHXZE~!~Local__Qa8sry8","2019-04-30 21:45:16.000","2019-05-01 01:00:00.000","2019-05-01 02:20:00.000","",,,,
"MECH-QLK_AOG_VHQOF_190311T23:56__D05Nj7E",,"QF_6712_CBR_SYD_19-03-13","CBR","SYD","6712","QF","","2019-03-12 07:25:13.000","gui:cre27:actiontag:Create Flight-Leg~!~6712~!~VHQOF~!~Local__c6cA_mA","Create Flight-Leg","MECH-QLK_AOG_VHQOF_190311T23:56","AOG","MECH-QLK","211872","2019-03-11 23:56:47.000","QF_6712_CBR_SYD_19-03-13__hwqC9YE","gui:cre27:actiontag:Create Flight-Leg~!~6712~!~VHQOF~!~Local__c6cA_mA","2019-03-12 07:24:53.000","2019-03-12 23:25:00.000","2019-03-13 00:20:00.000","",,,,
"MECH-QLK_MAINT_VHNXO_190430T05:11__PlS2-wE",,"QF_6204_AYQ_ASP_19-04-30","AYQ","ASP","6204","QF","","2019-04-30 05:24:34.000","gui:197721:actiontag:Create Flight-Leg~!~6204~!~VHNXO~!~Local__Kwp1NS4","Create Flight-Leg","MECH-QLK_MAINT_VHNXO_190430T05:11","MAINT","MECH-QLK","197721","2019-04-30 05:11:10.000","QF_6204_AYQ_ASP_19-04-30__9yknlM8","gui:197721:actiontag:Create Flight-Leg~!~6204~!~VHNXO~!~Local__Kwp1NS4","2019-04-30 05:24:29.000","2019-04-30 07:00:00.000","2019-04-30 07:50:00.000","",,,,
"MECH-QLK_AOG_VHNXE_190213T02:22__9FF9o8I",,"QF_6200_CBR_BNE_19-02-14","CBR","BNE","6200","QF","","2019-02-14 02:39:30.000","gui:196474:actiontag:Create Flight-Leg~!~6200~!~VHNXE~!~Local__Hdf9raY","Create Flight-Leg","MECH-QLK_AOG_VHNXE_190213T02:22","AOG","MECH-QLK","196475","2019-02-13 02:22:33.000","QF_6200_CBR_BNE_19-02-14__tWmbSxQ","gui:196474:actiontag:Create Flight-Leg~!~6200~!~VHNXE~!~Local__Hdf9raY","2019-02-14 02:37:21.000","2019-02-14 07:00:00.000","2019-02-14 08:45:00.000","",,,,
"MECH-QLK_AOG_VHQOA_190212T13:28__c9ejHmU",,"QF_6675_CNS_BNE_19-02-13","CNS","BNE","6675","QF","","2019-02-13 02:32:08.000","gui:lka15:actiontag:Create Flight-Leg~!~6675~!~VHQOA~!~Local__DHBxZb4","Create Flight-Leg","MECH-QLK_AOG_VHQOA_190212T13:28","AOG","MECH-QLK","210469","2019-02-12 13:28:18.000","QF_6675_CNS_BNE_19-02-13__FzJ39rU","gui:lka15:actiontag:Create Flight-Leg~!~6675~!~VHQOA~!~Local__DHBxZb4","2019-02-13 02:27:21.000","2019-02-13 05:30:00.000","2019-02-13 08:15:00.000","",,,,
"OPER-QLK_Other_190213T04:24__dhzruxQ",,"QF_6712_SYD_CBR_19-02-13","SYD","CBR","6712","QF","","2019-02-13 04:24:33.000","gui:179575:actiontag:Create Flight-Leg~!~6712~!~VHSBJ~!~Local__pQa8NrA","Create Flight-Leg","OPER-QLK_Other_190213T04:24","Other","OPER-QLK","179575","2019-02-13 04:24:29.000","QF_6712_SYD_CBR_19-02-13__rF6GAmk","gui:179575:actiontag:Create Flight-Leg~!~6712~!~VHSBJ~!~Local__pQa8NrA","2019-02-13 04:12:07.000","2019-02-13 06:30:00.000","2019-02-13 07:25:00.000","",,,,
"PLAN-QLK_ALL_190328T12:27__L41ms_0",,"QF_6201_CNS_BNE_19-03-31","CNS","BNE","6201","QF","","2019-03-30 01:45:52.000","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXL~!~Local__9bD8tik","Create Flight-Leg","PLAN-QLK_ALL_190328T12:27","ALL","PLAN-QLK","108658","2019-03-28 12:27:31.000","QF_6201_CNS_BNE_19-03-31__Z_7rZ7M","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXL~!~Local__9bD8tik","2019-03-30 01:45:11.000","2019-03-31 01:00:00.000","2019-03-31 03:10:00.000","",,,,
"MECH_MAINT_VHEBP_190329T04:07__iGjvF08",,"QF_6008_SIN_BNE_19-04-02","SIN","BNE","6008","QF","","2019-03-29 04:08:08.000","gui:fst11:actiontag:Create Flight-Leg~!~6008~!~VHEBP~!~Local__3n_yKzo","Create Flight-Leg","MECH_MAINT_VHEBP_190329T04:07","MAINT","MECH","fst11","2019-03-29 04:07:54.000","QF_6008_SIN_BNE_19-04-02__8spvSR0","gui:fst11:actiontag:Create Flight-Leg~!~6008~!~VHEBP~!~Local__3n_yKzo","2019-03-29 04:07:06.000","2019-04-01 22:00:00.000","2019-04-02 05:35:00.000","",,,,
"MECH_AOG_VHVXE_190502T16:27__XXEgxek",,"QF_6116_DRW_SYD_19-05-04","DRW","SYD","6116","QF","","2019-05-03 05:03:16.000","gui:364016:actiontag:Create Flight-Leg~!~6116~!~VHVXE~!~Local__pghtO2Y","Create Flight-Leg","MECH_AOG_VHVXE_190502T16:27","AOG","MECH","mhi01","2019-05-02 16:27:02.000","QF_6116_DRW_SYD_19-05-04__BDf8c00","gui:364016:actiontag:Create Flight-Leg~!~6116~!~VHVXE~!~Local__pghtO2Y","2019-05-03 05:02:32.000","2019-05-03 20:30:00.000","2019-05-04 00:45:00.000","",,,,
"MECH-QLK_MAINT_VHQOB_190503T05:27__jbNlIjs",,"QF_6711_PQQ_SYD_19-05-03","PQQ","SYD","6711","QF","","2019-05-03 07:08:10.000","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHQOK~!~Local__6EQRLrg","Create Flight-Leg","MECH-QLK_MAINT_VHQOB_190503T05:27","MAINT","MECH-QLK","lka15","2019-05-03 05:27:49.000","QF_6711_PQQ_SYD_19-05-03__8GPeP_A","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHQOK~!~Local__6EQRLrg","2019-05-03 07:08:05.000","2019-05-03 10:05:00.000","2019-05-03 11:10:00.000","",,,,
"MECH-QLK_AOG_VHNXO_190503T03:46__OPNYvgw",,"QF_6203_ASP_CNS_19-05-03","ASP","CNS","6203","QF","","2019-05-03 03:47:02.000","gui:197721:actiontag:Create Flight-Leg~!~6203~!~VHNXO~!~Local__ZC5XBI8","Create Flight-Leg","MECH-QLK_AOG_VHNXO_190503T03:46","AOG","MECH-QLK","197721","2019-05-03 03:46:25.000","QF_6203_ASP_CNS_19-05-03__bKQmFp4","gui:197721:actiontag:Create Flight-Leg~!~6203~!~VHNXO~!~Local__ZC5XBI8","2019-05-03 03:42:44.000","2019-05-03 09:30:00.000","2019-05-03 11:40:00.000","",,,,
"PLAN_MAINT-INT_190420T21:46__Y4n6SAM",,"QF_6157_CNS_MEL_19-04-22","CNS","MEL","6157","QF","","2019-04-21 07:17:30.000","gui:fst11:actiontag:Create Flight-Leg~!~6157~!~VHEBG~!~Local__rkyKhDk","Create Flight-Leg","PLAN_MAINT-INT_190420T21:46","MAINT-INT","PLAN","377685","2019-04-20 21:46:40.000","QF_6157_CNS_MEL_19-04-22__T1rECto","gui:fst11:actiontag:Create Flight-Leg~!~6157~!~VHEBG~!~Local__rkyKhDk","2019-04-21 07:13:19.000","2019-04-21 21:30:00.000","2019-04-22 01:00:00.000","",,,,
